Airline,Source,Destination,Duration,Total_Stops,Price,Month,Day_Name
Jet Airways,Delhi,Cochin,1414.8,1,14053.0,March,Saturday
Jet Airways,Delhi,Cochin,1270.2,1,10262.0,June,Thursday
IndiGo,Banglore,Delhi,169.8,0,4823.0,June,Friday
Air India,Delhi,Cochin,874.8,1,8361.0,May,Saturday
Air India,Delhi,Cochin,2239.7999999999997,2,10493.0,June,Sunday
Multiple carriers,Delhi,Cochin,375.0,1,17057.0,March,Sunday
IndiGo,Delhi,Cochin,844.8,1,5883.0,June,Wednesday
Jet Airways,Delhi,Cochin,450.0,1,12898.0,May,Tuesday
Jet Airways,Delhi,Cochin,1005.0,1,16079.0,May,Tuesday
Multiple carriers,Delhi,Cochin,460.2,1,10678.0,June,Wednesday
Air India,Banglore,New Delhi,1705.2,2,20999.0,March,Friday
IndiGo,Banglore,New Delhi,300.0,1,6575.0,March,Thursday
Jet Airways,Delhi,Cochin,535.2,2,15129.0,May,Tuesday
Jet Airways,Kolkata,Banglore,1399.8,1,10844.0,June,Thursday
Air India,Banglore,New Delhi,855.0,1,11654.0,March,Sunday
IndiGo,Kolkata,Banglore,289.8,1,5069.0,April,Monday
Air India,Banglore,Delhi,165.0,0,5176.0,April,Monday
Jet Airways,Delhi,Cochin,1375.2,2,13292.0,June,Sunday
IndiGo,Delhi,Cochin,345.0,1,6386.0,June,Thursday
Jet Airways,Delhi,Cochin,1774.8,2,15129.0,May,Tuesday
Air India,Kolkata,Banglore,154.8,0,4435.0,March,Wednesday
IndiGo,Banglore,Delhi,169.8,0,4591.0,May,Saturday
Jet Airways,Banglore,New Delhi,1035.0,1,7832.0,March,Thursday
IndiGo,Kolkata,Banglore,154.8,0,4174.0,April,Friday
Multiple carriers,Delhi,Cochin,510.0,1,6148.0,March,Wednesday
Multiple carriers,Delhi,Cochin,600.0,1,9149.0,May,Monday
Multiple carriers,Delhi,Cochin,495.0,2,6128.0,March,Wednesday
IndiGo,Delhi,Cochin,370.2,1,6412.0,March,Wednesday
Multiple carriers,Delhi,Cochin,780.0,1,8073.0,May,Saturday
Jet Airways,Delhi,Cochin,195.0,0,4256.0,June,Monday
Air India,Kolkata,Banglore,1165.2,2,14634.0,May,Sunday
Multiple carriers,Delhi,Cochin,480.0,1,14067.0,May,Tuesday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Monday
SpiceJet,Kolkata,Banglore,150.0,0,4911.0,April,Sunday
IndiGo,Delhi,Cochin,379.8,1,6412.0,June,Sunday
SpiceJet,Chennai,Kolkata,135.0,0,3543.0,June,Saturday
IndiGo,Chennai,Kolkata,145.2,0,3858.0,June,Thursday
Air India,Kolkata,Banglore,1195.2,2,9941.0,May,Wednesday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,April,Tuesday
GoAir,Banglore,New Delhi,270.0,1,8352.0,March,Sunday
Jet Airways,Kolkata,Banglore,750.0,1,14151.0,May,Sunday
Multiple carriers,Delhi,Cochin,465.0,1,6795.0,June,Thursday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Friday
Air India,Delhi,Cochin,1534.8,1,6587.0,June,Thursday
GoAir,Delhi,Cochin,370.2,1,4106.0,April,Wednesday
Air India,Kolkata,Banglore,150.0,0,5510.0,April,Thursday
Jet Airways,Delhi,Cochin,559.8,2,15129.0,May,Thursday
Jet Airways,Delhi,Cochin,1125.0,2,13029.0,May,Thursday
IndiGo,Delhi,Cochin,315.0,1,6582.0,June,Saturday
Multiple carriers,Delhi,Cochin,465.0,1,5797.0,June,Thursday
Jet Airways,Kolkata,Banglore,870.0,1,12692.0,June,Wednesday
SpiceJet,Chennai,Kolkata,135.0,0,3332.0,March,Wednesday
Air India,Kolkata,Banglore,1195.2,2,10151.0,June,Sunday
IndiGo,Delhi,Cochin,325.2,1,5046.0,April,Saturday
Air India,Delhi,Cochin,1009.8,1,8907.0,June,Saturday
Air India,Banglore,Delhi,169.8,0,5228.0,May,Monday
IndiGo,Delhi,Cochin,274.8,1,13753.0,March,Sunday
Jet Airways,Banglore,New Delhi,745.2,1,11087.0,March,Saturday
Jet Airways,Kolkata,Banglore,570.0,1,14781.0,May,Saturday
IndiGo,Kolkata,Banglore,154.8,0,5224.0,May,Monday
Jet Airways,Banglore,Delhi,175.2,0,3702.0,May,Monday
IndiGo,Mumbai,Hyderabad,85.19999999999999,0,2754.0,March,Monday
Air Asia,Banglore,Delhi,165.0,0,3383.0,May,Friday
Air India,Banglore,Delhi,169.8,0,5228.0,April,Monday
IndiGo,Delhi,Cochin,304.8,1,5054.0,May,Monday
Jet Airways,Banglore,New Delhi,615.0,1,13555.0,March,Monday
Multiple carriers,Delhi,Cochin,510.0,1,7408.0,June,Saturday
IndiGo,Kolkata,Banglore,150.0,0,5224.0,May,Friday
IndiGo,Banglore,New Delhi,295.2,1,9694.0,March,Friday
IndiGo,Delhi,Cochin,505.2,1,7318.0,March,Thursday
IndiGo,Delhi,Cochin,274.8,1,5054.0,May,Tuesday
Jet Airways,Banglore,Delhi,184.8,0,4030.0,May,Wednesday
Jet Airways,Banglore,New Delhi,625.2,1,16736.0,March,Wednesday
Air India,Mumbai,Hyderabad,75.0,0,2050.0,March,Monday
Air India,Mumbai,Hyderabad,795.0,2,9977.0,March,Tuesday
IndiGo,Delhi,Cochin,355.2,1,6755.0,March,Saturday
Jet Airways,Banglore,Delhi,175.2,0,3502.0,May,Wednesday
Air India,Banglore,Delhi,165.0,0,6961.0,June,Monday
Jet Airways,Banglore,Delhi,175.2,0,4544.0,April,Tuesday
SpiceJet,Kolkata,Banglore,150.0,0,3841.0,May,Saturday
Jet Airways,Mumbai,Hyderabad,1590.0,2,24115.0,March,Wednesday
Vistara,Kolkata,Banglore,1555.2,1,9502.0,May,Friday
Air India,Mumbai,Hyderabad,79.80000000000001,0,3100.0,April,Monday
SpiceJet,Banglore,Delhi,160.2,0,4319.0,April,Monday
IndiGo,Mumbai,Hyderabad,94.80000000000001,0,2227.0,May,Wednesday
SpiceJet,Kolkata,Banglore,139.8,0,5831.0,March,Sunday
IndiGo,Kolkata,Banglore,160.2,0,4804.0,June,Sunday
IndiGo,Delhi,Cochin,274.8,1,5458.0,June,Thursday
Jet Airways,Banglore,Delhi,184.8,0,7229.0,June,Sunday
Jet Airways,Kolkata,Banglore,910.2,1,14571.0,June,Thursday
SpiceJet,Banglore,Delhi,175.2,0,3919.0,June,Sunday
Multiple carriers,Delhi,Cochin,544.8,1,6916.0,March,Saturday
Jet Airways,Delhi,Cochin,925.2,1,6960.0,March,Wednesday
Jet Airways,Banglore,New Delhi,280.2,1,16757.0,March,Wednesday
IndiGo,Delhi,Cochin,574.8,1,14871.0,March,Wednesday
IndiGo,Delhi,Cochin,274.8,1,5054.0,June,Wednesday
Air India,Delhi,Cochin,1855.2,2,12488.0,June,Monday
IndiGo,Banglore,Delhi,175.2,0,4823.0,April,Monday
Air India,Delhi,Cochin,2239.7999999999997,2,14483.0,March,Saturday
Air India,Delhi,Cochin,1560.0,2,11989.0,June,Monday
Jet Airways,Delhi,Cochin,1210.2,1,16079.0,May,Tuesday
Jet Airways,Kolkata,Banglore,1519.8,1,13067.0,May,Monday
IndiGo,Delhi,Cochin,664.8,1,6818.0,June,Wednesday
Jet Airways,Kolkata,Banglore,1429.8,1,13941.0,May,Sunday
Multiple carriers,Delhi,Cochin,600.0,1,12927.0,June,Monday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,May,Wednesday
Jet Airways,Delhi,Cochin,1234.8,1,5406.0,April,Monday
IndiGo,Delhi,Cochin,889.8,1,7318.0,March,Thursday
IndiGo,Chennai,Kolkata,139.8,0,3384.0,March,Thursday
Air Asia,Delhi,Cochin,589.8,1,11410.0,June,Monday
Jet Airways,Banglore,New Delhi,450.0,1,9134.0,March,Friday
Jet Airways,Banglore,New Delhi,435.0,1,7832.0,March,Thursday
Jet Airways,Banglore,New Delhi,1365.0,1,14815.0,March,Wednesday
IndiGo,Banglore,Delhi,169.8,0,4591.0,June,Monday
Jet Airways,Delhi,Cochin,1210.2,1,12373.0,May,Thursday
Air Asia,Banglore,New Delhi,169.8,0,4284.0,March,Saturday
Jet Airways,Kolkata,Banglore,1375.2,1,13941.0,May,Saturday
Jet Airways,Delhi,Cochin,1525.2,1,16289.0,March,Saturday
IndiGo,Delhi,Cochin,304.8,1,9165.0,June,Monday
Jet Airways,Banglore,Delhi,165.0,0,8016.0,June,Friday
Air Asia,Kolkata,Banglore,720.0,1,5192.0,April,Monday
Jet Airways,Kolkata,Banglore,664.8,1,14939.0,June,Sunday
Jet Airways,Banglore,New Delhi,1309.8,1,25735.0,March,Friday
Multiple carriers,Delhi,Cochin,540.0,1,14502.0,June,Monday
Jet Airways,Banglore,New Delhi,810.0,1,13817.0,March,Tuesday
Jet Airways,Kolkata,Banglore,505.2,1,14151.0,May,Friday
Multiple carriers,Delhi,Cochin,510.0,1,15077.0,March,Wednesday
Multiple carriers,Delhi,Cochin,600.0,1,12192.0,June,Wednesday
SpiceJet,Mumbai,Hyderabad,90.0,0,1965.0,May,Tuesday
IndiGo,Chennai,Kolkata,139.8,0,3850.0,May,Saturday
IndiGo,Mumbai,Hyderabad,90.0,0,3175.0,June,Saturday
Jet Airways,Banglore,Delhi,184.8,0,7229.0,May,Tuesday
Jet Airways,Delhi,Cochin,1425.0,1,16079.0,May,Monday
IndiGo,Mumbai,Hyderabad,90.0,0,4392.0,March,Wednesday
Jet Airways,Banglore,New Delhi,364.8,1,54826.0,March,Monday
Jet Airways,Delhi,Cochin,559.8,2,10368.0,June,Saturday
Jet Airways,Delhi,Cochin,1210.2,1,12898.0,May,Monday
Air India,Kolkata,Banglore,1185.0,2,14960.0,May,Wednesday
IndiGo,Delhi,Cochin,835.2,1,6442.0,May,Monday
SpiceJet,Chennai,Kolkata,135.0,0,3597.0,May,Tuesday
Jet Airways,Delhi,Cochin,439.8,2,18804.0,June,Thursday
Vistara,Delhi,Cochin,190.2,0,6111.0,March,Friday
IndiGo,Delhi,Cochin,195.0,0,6015.0,June,Sunday
Air India,Banglore,Delhi,169.8,0,6121.0,May,Saturday
Jet Airways,Kolkata,Banglore,435.0,1,6287.0,May,Friday
Jet Airways,Banglore,Delhi,175.2,0,7229.0,May,Thursday
IndiGo,Delhi,Cochin,454.8,1,6442.0,June,Wednesday
Jet Airways,Banglore,Delhi,175.2,0,4544.0,April,Saturday
Air India,Kolkata,Banglore,1699.8,2,11542.0,June,Wednesday
Jet Airways,Delhi,Cochin,520.2,1,16079.0,May,Tuesday
Multiple carriers,Delhi,Cochin,544.8,1,6076.0,March,Wednesday
Air India,Kolkata,Banglore,919.8,2,10408.0,April,Monday
Air India,Delhi,Cochin,2239.7999999999997,2,8446.0,March,Wednesday
GoAir,Banglore,New Delhi,175.2,0,13663.0,March,Friday
Air India,Delhi,Cochin,705.0,1,10671.0,May,Wednesday
Air Asia,Banglore,Delhi,169.8,0,3383.0,June,Tuesday
Multiple carriers,Delhi,Cochin,910.2,1,9021.0,May,Thursday
Multiple carriers,Delhi,Cochin,615.0,1,14533.0,May,Saturday
Jet Airways,Delhi,Cochin,1000.2,2,11992.0,June,Thursday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,May,Sunday
IndiGo,Banglore,Delhi,165.0,0,4077.0,June,Sunday
Multiple carriers,Delhi,Cochin,544.8,1,9646.0,June,Wednesday
SpiceJet,Kolkata,Banglore,139.8,0,3873.0,April,Monday
Jet Airways,Delhi,Cochin,1429.8,2,15129.0,May,Thursday
IndiGo,Delhi,Cochin,480.0,1,6104.0,June,Sunday
Jet Airways,Delhi,Cochin,1995.0,2,16022.0,March,Wednesday
Jet Airways,Banglore,New Delhi,885.0,1,10562.0,March,Saturday
Air India,Delhi,Cochin,1639.8,1,10945.0,March,Saturday
SpiceJet,Kolkata,Banglore,145.2,0,3873.0,May,Monday
Jet Airways,Mumbai,Hyderabad,90.0,0,1840.0,March,Wednesday
IndiGo,Delhi,Cochin,424.8,1,9585.0,March,Sunday
Jet Airways,Mumbai,Hyderabad,90.0,0,3210.0,May,Saturday
IndiGo,Delhi,Cochin,289.8,1,6147.0,May,Thursday
Jet Airways,Kolkata,Banglore,394.8,1,7341.0,May,Thursday
Air India,Delhi,Cochin,615.0,1,8372.0,May,Tuesday
Multiple carriers,Delhi,Cochin,690.0,1,10877.0,June,Thursday
Air India,Delhi,Cochin,1275.0,2,10441.0,May,Thursday
IndiGo,Delhi,Cochin,975.0,1,13611.0,March,Wednesday
Jet Airways,Banglore,New Delhi,1549.8,1,11087.0,March,Saturday
Jet Airways,Delhi,Cochin,1470.0,1,5963.0,March,Wednesday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,May,Friday
Jet Airways,Kolkata,Banglore,910.2,1,8529.0,June,Wednesday
Multiple carriers,Delhi,Cochin,844.8,1,10678.0,June,Wednesday
IndiGo,Delhi,Cochin,754.8,1,8285.0,March,Wednesday
Jet Airways,Delhi,Cochin,619.8,1,18371.0,June,Wednesday
Jet Airways,Kolkata,Banglore,799.8,1,12692.0,June,Thursday
IndiGo,Banglore,Delhi,165.0,0,4423.0,April,Wednesday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,June,Sunday
IndiGo,Banglore,New Delhi,169.8,0,6144.0,March,Sunday
Jet Airways,Delhi,Cochin,1300.2,2,10919.0,June,Saturday
IndiGo,Kolkata,Banglore,160.2,0,4148.0,March,Wednesday
SpiceJet,Banglore,New Delhi,169.8,0,3873.0,March,Sunday
Jet Airways,Delhi,Cochin,550.2,2,11702.0,March,Thursday
IndiGo,Delhi,Cochin,505.2,1,14871.0,March,Wednesday
Air India,Banglore,New Delhi,1705.2,2,11234.0,March,Monday
IndiGo,Delhi,Cochin,490.2,1,6938.0,June,Thursday
IndiGo,Delhi,Cochin,750.0,1,6093.0,June,Wednesday
IndiGo,Banglore,Delhi,169.8,0,3943.0,May,Wednesday
Jet Airways,Mumbai,Hyderabad,90.0,0,8040.0,June,Thursday
Jet Airways,Delhi,Cochin,810.0,2,15129.0,May,Thursday
SpiceJet,Chennai,Kolkata,139.8,0,3597.0,May,Thursday
Vistara,Kolkata,Banglore,700.2,1,8610.0,May,Monday
Jet Airways,Kolkata,Banglore,394.8,1,13067.0,May,Wednesday
SpiceJet,Banglore,Delhi,169.8,0,4991.0,May,Thursday
SpiceJet,Kolkata,Banglore,315.0,1,4649.0,April,Monday
SpiceJet,Chennai,Kolkata,135.0,0,3597.0,May,Saturday
Jet Airways,Delhi,Cochin,660.0,1,12898.0,May,Tuesday
Jet Airways,Delhi,Cochin,2245.2000000000003,2,9296.0,March,Wednesday
IndiGo,Banglore,New Delhi,169.8,0,8855.0,March,Sunday
Jet Airways,Delhi,Cochin,1270.2,1,10262.0,June,Thursday
IndiGo,Banglore,Delhi,165.0,0,3943.0,June,Monday
Multiple carriers,Delhi,Cochin,385.2,1,9001.0,June,Monday
Multiple carriers,Delhi,Cochin,910.2,1,7670.0,May,Saturday
Multiple carriers,Delhi,Cochin,465.0,1,7530.0,June,Monday
IndiGo,Kolkata,Banglore,295.2,1,8443.0,May,Wednesday
SpiceJet,Delhi,Cochin,315.0,1,5351.0,April,Monday
Vistara,Delhi,Cochin,190.2,0,6688.0,March,Thursday
Jet Airways,Banglore,New Delhi,1354.8,1,11087.0,March,Tuesday
Air India,Banglore,New Delhi,1815.0,2,7664.0,March,Friday
IndiGo,Kolkata,Banglore,315.0,1,4775.0,April,Monday
GoAir,Kolkata,Banglore,154.8,0,3514.0,June,Thursday
Jet Airways,Delhi,Cochin,1300.2,2,13376.0,June,Monday
Jet Airways,Delhi,Cochin,1705.2,2,14300.0,June,Wednesday
Air India,Delhi,Cochin,765.0,1,7480.0,June,Thursday
IndiGo,Mumbai,Hyderabad,90.0,0,2227.0,May,Sunday
Air Asia,Delhi,Cochin,870.0,1,7452.0,May,Saturday
Air Asia,Kolkata,Banglore,154.8,0,4409.0,May,Friday
Air India,Kolkata,Banglore,1555.2,2,4647.0,April,Wednesday
SpiceJet,Chennai,Kolkata,154.8,0,3332.0,March,Thursday
Air India,Delhi,Cochin,555.0,1,6902.0,March,Wednesday
Air Asia,Kolkata,Banglore,214.8,1,6857.0,June,Thursday
Jet Airways,Delhi,Cochin,550.2,1,12373.0,May,Thursday
Multiple carriers,Delhi,Cochin,439.8,1,11789.0,June,Saturday
Air India,Delhi,Cochin,865.2,2,13039.0,May,Thursday
Jet Airways,Banglore,New Delhi,750.0,1,11087.0,March,Tuesday
Vistara,Kolkata,Banglore,1624.8,1,9345.0,May,Saturday
SpiceJet,Mumbai,Hyderabad,90.0,0,1965.0,June,Monday
IndiGo,Delhi,Cochin,810.0,1,6093.0,June,Monday
Jet Airways,Kolkata,Banglore,799.8,1,11841.0,June,Sunday
Jet Airways,Kolkata,Banglore,775.2,1,9663.0,May,Thursday
Jet Airways,Delhi,Cochin,1425.0,1,14714.0,June,Thursday
Jet Airways,Kolkata,Banglore,1660.2,1,8529.0,June,Wednesday
IndiGo,Delhi,Cochin,274.8,1,5073.0,April,Saturday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,April,Wednesday
Air India,Delhi,Cochin,555.0,1,9194.0,June,Thursday
Multiple carriers,Delhi,Cochin,439.8,1,11789.0,June,Wednesday
SpiceJet,Mumbai,Hyderabad,90.0,0,2017.0,June,Wednesday
Air India,Kolkata,Banglore,1320.0,2,15894.0,June,Thursday
IndiGo,Banglore,Delhi,165.0,0,3419.0,May,Thursday
Jet Airways,Delhi,Cochin,1375.2,2,10368.0,June,Sunday
IndiGo,Delhi,Cochin,289.8,1,6027.0,April,Wednesday
Air India,Delhi,Cochin,765.0,1,7480.0,May,Saturday
SpiceJet,Kolkata,Banglore,520.2,1,7189.0,June,Wednesday
Air India,Banglore,New Delhi,165.0,0,7276.0,March,Friday
Jet Airways,Delhi,Cochin,1015.2,1,15764.0,March,Wednesday
Jet Airways,Delhi,Cochin,550.2,1,14714.0,June,Thursday
Multiple carriers,Delhi,Cochin,510.0,1,7888.0,May,Tuesday
Jet Airways,Delhi,Cochin,1225.2,1,10262.0,June,Thursday
Jet Airways,Delhi,Cochin,505.2,2,15318.0,May,Saturday
Jet Airways,Kolkata,Banglore,435.0,1,5608.0,May,Wednesday
Jet Airways,Kolkata,Banglore,589.8,1,12681.0,April,Monday
Air India,Delhi,Cochin,970.2,2,9417.0,March,Wednesday
Multiple carriers,Delhi,Cochin,835.2,1,17057.0,March,Sunday
Multiple carriers,Delhi,Cochin,480.0,1,12537.0,March,Wednesday
Air India,Delhi,Cochin,1275.0,2,10651.0,May,Monday
Vistara,Delhi,Cochin,190.2,0,6741.0,June,Saturday
Jet Airways,Kolkata,Banglore,1594.8,1,10844.0,May,Friday
Air India,Delhi,Cochin,1729.8,2,13381.0,May,Monday
IndiGo,Banglore,Delhi,165.0,0,4423.0,April,Saturday
Jet Airways,Mumbai,Hyderabad,90.0,0,5678.0,May,Monday
Jet Airways,Delhi,Cochin,1620.0,2,12719.0,May,Tuesday
IndiGo,Delhi,Cochin,274.8,1,5054.0,June,Saturday
Air India,Delhi,Cochin,1420.2,1,7480.0,May,Friday
Air India,Banglore,Delhi,165.0,0,6961.0,June,Monday
SpiceJet,Kolkata,Banglore,150.0,0,3841.0,April,Wednesday
IndiGo,Banglore,Delhi,180.0,0,3943.0,June,Monday
Jet Airways,Banglore,Delhi,180.0,0,7229.0,May,Friday
SpiceJet,Banglore,Delhi,169.8,0,4319.0,May,Wednesday
IndiGo,Banglore,Delhi,169.8,0,4423.0,April,Wednesday
Jet Airways,Delhi,Cochin,334.8,1,16079.0,May,Tuesday
Jet Airways,Banglore,Delhi,180.0,0,7754.0,June,Friday
Air India,Delhi,Cochin,1210.2,2,10467.0,June,Saturday
Jet Airways,Delhi,Cochin,1144.8,1,14714.0,June,Monday
Air India,Kolkata,Banglore,1699.8,1,7452.0,May,Wednesday
Air India,Delhi,Cochin,1795.2,2,13276.0,May,Tuesday
Air India,Banglore,New Delhi,1545.0,2,31783.0,March,Friday
Air India,Chennai,Kolkata,135.0,0,4667.0,May,Wednesday
Jet Airways,Banglore,Delhi,175.2,0,7229.0,June,Saturday
Jet Airways,Delhi,Cochin,1090.2,2,14237.0,June,Saturday
Multiple carriers,Delhi,Cochin,535.2,1,8266.0,May,Wednesday
Jet Airways,Delhi,Cochin,1140.0,2,13882.0,June,Monday
IndiGo,Banglore,Delhi,169.8,0,4823.0,May,Monday
Air Asia,Banglore,Delhi,169.8,0,4483.0,May,Friday
Air India,Banglore,Delhi,165.0,0,6961.0,June,Wednesday
Jet Airways,Kolkata,Banglore,910.2,1,9663.0,May,Sunday
Jet Airways,Delhi,Cochin,1759.8,2,16704.0,May,Saturday
IndiGo,Mumbai,Hyderabad,90.0,0,4049.0,May,Sunday
SpiceJet,Chennai,Kolkata,135.0,0,3807.0,March,Sunday
IndiGo,Delhi,Cochin,940.2,1,6442.0,June,Sunday
Jet Airways,Banglore,New Delhi,1480.2,1,7832.0,March,Friday
IndiGo,Delhi,Cochin,835.2,1,6442.0,June,Monday
IndiGo,Banglore,Delhi,169.8,0,4823.0,April,Sunday
Jet Airways,Banglore,New Delhi,1399.8,1,13555.0,March,Wednesday
GoAir,Delhi,Cochin,540.0,1,5135.0,April,Saturday
Air Asia,Banglore,Delhi,169.8,0,3383.0,May,Wednesday
GoAir,Delhi,Cochin,370.2,1,5842.0,June,Saturday
Jet Airways,Delhi,Cochin,900.0,2,16704.0,May,Saturday
Air India,Kolkata,Banglore,904.8,1,8366.0,May,Wednesday
SpiceJet,Mumbai,Hyderabad,90.0,0,1965.0,May,Thursday
SpiceJet,Kolkata,Banglore,150.0,0,3873.0,June,Thursday
Jet Airways,Banglore,New Delhi,739.8,1,27992.0,March,Friday
Multiple carriers,Delhi,Cochin,460.2,1,10678.0,June,Thursday
Air India,Banglore,New Delhi,865.2,1,6824.0,March,Thursday
Air India,Delhi,Cochin,2295.0,2,9443.0,June,Wednesday
Multiple carriers,Delhi,Cochin,730.2,1,13378.0,March,Thursday
IndiGo,Banglore,Delhi,169.8,0,3943.0,May,Wednesday
IndiGo,Delhi,Cochin,574.8,1,7191.0,May,Saturday
SpiceJet,Banglore,Delhi,160.2,0,3625.0,June,Thursday
GoAir,Delhi,Cochin,370.2,1,6841.0,May,Monday
Jet Airways,Kolkata,Banglore,390.0,1,11134.0,March,Sunday
Jet Airways,Kolkata,Banglore,1549.8,1,14571.0,June,Thursday
Air India,Banglore,New Delhi,1825.2,3,12346.0,March,Friday
Jet Airways,Banglore,Delhi,180.0,0,4544.0,April,Sunday
Jet Airways,Delhi,Cochin,829.8,2,13376.0,June,Sunday
Jet Airways,Banglore,New Delhi,1050.0,1,11087.0,March,Tuesday
SpiceJet,Kolkata,Banglore,150.0,0,5515.0,March,Sunday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,June,Thursday
IndiGo,Chennai,Kolkata,139.8,0,3597.0,June,Wednesday
Multiple carriers,Delhi,Cochin,795.0,1,15353.0,March,Wednesday
Jet Airways,Kolkata,Banglore,589.8,1,9899.0,June,Wednesday
Jet Airways,Banglore,New Delhi,745.2,1,13817.0,March,Tuesday
Jet Airways,Delhi,Cochin,1474.8,2,19329.0,March,Wednesday
Jet Airways,Delhi,Cochin,330.0,1,16289.0,June,Wednesday
Jet Airways,Kolkata,Banglore,910.2,1,9663.0,May,Wednesday
Air India,Delhi,Cochin,1420.2,2,10975.0,June,Monday
Air Asia,Kolkata,Banglore,154.8,0,4384.0,March,Monday
Jet Airways,Delhi,Cochin,600.0,1,14714.0,June,Wednesday
Jet Airways,Delhi,Cochin,829.8,2,10919.0,June,Wednesday
Jet Airways,Kolkata,Banglore,874.8,1,14388.0,May,Tuesday
Multiple carriers,Delhi,Cochin,454.8,1,10877.0,June,Saturday
IndiGo,Delhi,Cochin,810.0,1,7191.0,May,Monday
GoAir,Kolkata,Banglore,495.0,1,6686.0,May,Wednesday
Multiple carriers,Delhi,Cochin,760.2,1,7530.0,June,Monday
IndiGo,Delhi,Cochin,895.2,1,6442.0,June,Saturday
Jet Airways,Delhi,Cochin,1654.8,1,10262.0,June,Thursday
Jet Airways,Banglore,New Delhi,874.8,1,13817.0,March,Tuesday
Jet Airways,Kolkata,Banglore,570.0,1,13626.0,June,Wednesday
Jet Airways,Kolkata,Banglore,910.2,1,14388.0,May,Sunday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,April,Saturday
IndiGo,Delhi,Cochin,184.8,0,5406.0,March,Thursday
SpiceJet,Delhi,Cochin,295.2,1,4611.0,April,Wednesday
IndiGo,Kolkata,Banglore,289.8,1,5069.0,June,Sunday
GoAir,Banglore,Delhi,175.2,0,3898.0,June,Thursday
IndiGo,Mumbai,Hyderabad,90.0,0,2754.0,June,Thursday
Multiple carriers,Delhi,Cochin,630.0,1,6943.0,May,Monday
Jet Airways,Kolkata,Banglore,750.0,1,14781.0,May,Saturday
Jet Airways,Delhi,Cochin,360.0,1,16079.0,May,Tuesday
IndiGo,Banglore,New Delhi,169.8,0,8033.0,March,Friday
Multiple carriers,Delhi,Cochin,454.8,1,6953.0,March,Wednesday
IndiGo,Banglore,Delhi,175.2,0,4823.0,May,Sunday
IndiGo,Kolkata,Banglore,154.8,0,4174.0,April,Tuesday
Jet Airways,Delhi,Cochin,1774.8,2,12819.0,June,Thursday
Jet Airways,Kolkata,Banglore,450.0,1,9663.0,May,Wednesday
SpiceJet,Kolkata,Banglore,154.8,0,3841.0,May,Friday
IndiGo,Delhi,Cochin,195.0,0,5000.0,June,Thursday
Air India,Banglore,New Delhi,979.8,2,13366.0,March,Friday
Vistara,Mumbai,Hyderabad,1129.8,1,12395.0,March,Wednesday
Air India,Kolkata,Banglore,1699.8,1,7452.0,May,Wednesday
Jet Airways,Delhi,Cochin,1395.0,1,15554.0,May,Saturday
Jet Airways,Kolkata,Banglore,1324.8,1,13067.0,May,Monday
IndiGo,Kolkata,Banglore,154.8,0,6565.0,March,Friday
SpiceJet,Mumbai,Hyderabad,90.0,0,1965.0,May,Friday
SpiceJet,Chennai,Kolkata,154.8,0,3332.0,March,Wednesday
IndiGo,Banglore,New Delhi,285.0,1,6208.0,March,Thursday
Air India,Banglore,New Delhi,1729.8,1,11161.0,March,Monday
Air India,Kolkata,Banglore,1665.0,2,12224.0,June,Wednesday
Jet Airways,Kolkata,Banglore,1024.8,1,9663.0,May,Wednesday
Jet Airways,Banglore,New Delhi,379.8,1,12284.0,March,Monday
Air India,Delhi,Cochin,964.8,1,7480.0,May,Monday
Jet Airways,Delhi,Cochin,550.2,1,17024.0,March,Wednesday
Jet Airways,Kolkata,Banglore,1365.0,1,14151.0,June,Thursday
IndiGo,Kolkata,Banglore,154.8,0,4804.0,June,Friday
IndiGo,Delhi,Cochin,300.0,1,6069.0,May,Saturday
Vistara,Banglore,New Delhi,915.0,1,6065.0,March,Thursday
Jet Airways,Kolkata,Banglore,799.8,1,14151.0,May,Saturday
Jet Airways,Kolkata,Banglore,1024.8,1,14231.0,March,Sunday
Vistara,Mumbai,Hyderabad,1065.0,1,12395.0,March,Wednesday
IndiGo,Delhi,Cochin,325.2,1,5636.0,April,Wednesday
Air India,Delhi,Cochin,319.8,1,5232.0,April,Saturday
Jet Airways,Delhi,Cochin,865.2,1,14714.0,June,Saturday
IndiGo,Chennai,Kolkata,139.8,0,3850.0,May,Monday
Air India,Delhi,Cochin,955.2,1,7258.0,May,Monday
Jet Airways,Banglore,New Delhi,1375.2,1,17471.0,March,Wednesday
SpiceJet,Banglore,Delhi,175.2,0,4423.0,May,Thursday
IndiGo,Mumbai,Hyderabad,90.0,0,2227.0,June,Tuesday
Multiple carriers,Delhi,Cochin,930.0,1,13377.0,June,Monday
Jet Airways,Banglore,Delhi,180.0,0,8016.0,June,Wednesday
